g_mag,u0g,u0m010,u0m009,u0m008,u0m007,u0m006,u0m005,u0m004,u0m003,u0m002,u0m001,u0p000,u0p001,u0p002,u0p003,u0p004,u0p005,u0p006,u0p007,u0p008,u0p009,u0p010,u0p011,u0p012,u0p013,u0p014,u0p015,u0p016,u0p017,u0p018,u0p019,u0p020,u0p021,u0p022,u0p023,u0p024,u0p025,u0p026,u0p027,u0p028,u0p029,u0p030,u0p031,u0p032,u0p033,u0p034,u0p035,u0p036,u0p037,u0p038,u0p039,u0p040,u0p041,u0p042,u0p043,u0p044,u0p045,u0p046,u0p047,u0p048,u0p049,u0p050,u0p051,u0p052,u0p053,u0p054,u0p055,u0p056,u0p057,u0p058,u0p059,u0p060,u0p061,u0p062,u0p063,u0p064,u0p065,u0p066,u0p067,u0p068,u0p069,u0p070,u0p071,u0p072,u0p073,u0p074,u0p075,u0p076,u0p077,u0p078,u0p079,u0p080,u0p081,u0p082,u0p083,u0p084,u0p085,u0p086,u0p087,u0p088,u0p089,u0p090,u0p091,u0p092,u0p093,u0p094,u0p095,u0p096,u0p097,u0p098,u0p099,u0p100
 6.06,1.796092,3.806349,3.699345,3.590990,3.481161,3.369711,3.256475,3.141259,3.023838,2.903944,2.781256,2.655389,2.525865,2.392093,2.258639,2.131206,2.010941,1.899203,1.797771,1.708672,1.633926,1.574922,1.532804,1.508987,1.501724,1.508649,1.529569,1.563547,1.609389,1.666117,1.734071,1.813336,1.902498,2.000495,2.106343,2.218918,2.340465,2.472705,2.614016,2.765048,2.926222,3.095955,3.275132,3.464380,3.662138,3.867102,4.078184,4.286849,4.486139,4.677251,4.861151,5.038628,5.210339,5.376835,5.538589,5.696002,5.849426,5.999168,6.145495,6.288647,6.428835,6.566250,6.701062,6.833424,6.963478,7.091349,7.217154,7.340999,7.462982,7.583192,7.701712,7.818620,7.933986,8.047878,8.160356,8.271478,8.381298,8.489867,8.597232,8.703438,8.808527,8.912537,9.015508,9.117472,9.218465,9.318518,9.417660,9.515920,9.613326,9.709902,9.805674,9.900664,9.994895,10.088389,10.181165,10.273243,10.364642,10.455379,10.545472,10.634936,10.723789,10.812044,10.899716,10.986819,11.073367,11.159372,11.244848,11.329805,11.414256,11.498212,11.581683,11.664680
 6.07,1.778994,3.768264,3.660901,3.552445,3.442790,3.331821,3.219399,3.105369,2.989545,2.871711,2.751608,2.628926,2.503284,2.374215,2.245599,2.122254,2.005154,1.895457,1.795171,1.706645,1.631794,1.572118,1.528931,1.503653,1.494585,1.499422,1.518032,1.549502,1.592664,1.646600,1.711788,1.788431,1.875124,1.970785,2.074403,2.184847,2.304768,2.436203,2.577390,2.729281,2.892513,3.065275,3.248943,3.444502,3.650042,3.863970,4.084970,4.303291,4.511058,4.709668,4.900236,5.083664,5.260701,5.431971,5.598003,5.759251,5.916106,6.068908,6.217956,6.363514,6.505816,6.645071,6.781468,6.915175,7.046345,7.175117,7.301619,7.425966,7.548265,7.668614,7.787103,7.903816,8.018830,8.132218,8.244047,8.354378,8.463272,8.570782,8.676960,8.781855,8.885511,8.987972,9.089278,9.189467,9.288576,9.386638,9.483686,9.579751,9.674863,9.769048,9.862334,9.954746,10.046308,10.137043,10.226973,10.316119,10.404501,10.492138,10.579050,10.665254,10.750766,10.835603,10.919782,11.003316,11.086221,11.168511,11.250199,11.331297,11.411820,11.491778,11.571184,11.650049
 6.08,1.764188,3.737592,3.630211,3.521892,3.412547,3.302074,3.190356,3.077257,2.962619,2.846256,2.727947,2.607428,2.484376,2.358396,2.232963,2.112375,1.997510,1.889411,1.790193,1.702347,1.627713,1.567836,1.524101,1.497923,1.487595,1.490822,1.507517,1.536807,1.577572,1.628950,1.691581,1.765811,1.850242,1.943813,2.045523,2.154219,2.272682,2.403045,2.543479,2.695053,2.858487,3.031866,3.216843,3.414608,3.623067,3.840480,4.065410,4.287613,4.498855,4.700614,4.894062,5.080149,5.259656,5.433236,5.601439,5.764737,5.923535,6.078185,6.228997,6.376243,6.520165,6.660977,6.798874,6.934029,7.066600,7.196729,7.324546,7.450171,7.573712,7.695270,7.814938,7.932801,8.048938,8.163423,8.276324,8.387706,8.497628,8.606146,8.713313,8.819178,8.923787,9.027183,9.129409,9.230503,9.330501,9.429439,9.527350,9.624264,9.720213,9.815223,9.909323,10.002537,10.094891,10.186407,10.277109,10.367017,10.456151,10.544533,10.632180,10.719110,10.805341,10.890889,10.975770,11.060000,11.143593,11.226564,11.308926,11.390693,11.471877,11.552490,11.632545,11.712052
 6.09,1.750486,3.710071,3.602725,3.494565,3.385515,3.275485,3.164372,3.052060,2.938409,2.823259,2.706418,2.587657,2.466698,2.343202,2.220349,2.102058,1.989143,1.882572,1.784498,1.697460,1.623235,1.563383,1.519332,1.492481,1.481109,1.482917,1.497860,1.525124,1.563651,1.612633,1.672847,1.744753,1.826971,1.918484,2.018316,2.125298,2.242192,2.371115,2.510214,2.660594,2.823000,2.995475,3.179885,3.377574,3.586346,3.804378,4.030166,4.253228,4.465161,4.667481,4.861388,5.047852,5.227669,5.401503,5.569915,5.733382,5.892316,6.047074,6.197968,6.345276,6.489240,6.630080,6.767989,6.903143,7.035702,7.165809,7.293595,7.419181,7.542676,7.664181,7.783790,7.901589,8.017657,8.132068,8.244892,8.356193,8.466031,8.574462,8.681538,8.787310,8.891824,8.995124,9.097251,9.198243,9.298139,9.396974,9.494779,9.591587,9.687428,9.782329,9.876319,9.969423,10.061666,10.153070,10.243659,10.333453,10.422474,10.510742,10.598274,10.685089,10.771204,10.856636,10.941401,11.025515,11.108991,11.191846,11.274091,11.355740,11.436807,11.517303,11.597240,11.676630
 6.10,1.737294,3.684884,3.577499,3.469407,3.360538,3.250815,3.140147,3.028432,2.915550,2.801358,2.685690,2.568346,2.449086,2.327615,2.206925,2.090695,1.979712,1.874906,1.778329,1.692398,1.618808,1.559170,1.514991,1.487649,1.475413,1.475994,1.489377,1.514818,1.551329,1.598151,1.656061,1.725530,1.805224,1.894240,1.991701,2.096427,2.211035,2.337517,2.474055,2.621743,2.781317,2.950850,3.132459,3.327683,3.534266,3.750331,3.974333,4.195713,4.406019,4.606769,4.799160,4.984162,5.162570,5.335043,5.502141,5.664340,5.822048,5.975622,6.125371,6.271572,6.414465,6.554267,6.691173,6.825355,6.956973,7.086168,7.213072,7.337802,7.460468,7.581170,7.700001,7.817046,7.932383,8.046086,8.158225,8.268861,8.378055,8.485863,8.592336,8.697524,8.801472,8.904225,9.005823,9.106304,9.205706,9.304063,9.401407,9.497770,9.593182,9.687669,9.781261,9.873981,9.965854,10.056903,10.147150,10.236618,10.325325,10.413292,10.500536,10.587077,10.672930,10.758113,10.842641,10.926530,11.009793,11.092446,11.174501,11.255972,11.336871,11.417210,11.497002,11.576258
 6.11,1.727626,3.668077,3.560766,3.452771,3.344026,3.234454,3.123969,3.012471,2.899842,2.785945,2.670618,2.553667,2.434859,2.313907,2.193873,2.078525,1.968685,1.865328,1.770311,1.685804,1.613461,1.554820,1.511315,1.484279,1.471845,1.471614,1.483591,1.507208,1.541662,1.586245,1.641752,1.708674,1.785728,1.872214,1.967412,2.070120,2.182225,2.305143,2.437240,2.579157,2.731301,2.892058,3.063341,3.246571,3.439837,3.641542,3.850361,4.057193,4.254695,4.444111,4.626433,4.802471,4.972892,5.138254,5.299031,5.455628,5.608396,5.757640,5.903626,6.046591,6.186744,6.324272,6.459343,6.592107,6.722702,6.851252,6.977869,7.102656,7.225710,7.347116,7.466956,7.585302,7.702225,7.817788,7.932051,8.045069,8.156893,8.267572,8.377152,8.485675,8.593181,8.699708,8.805291,8.909964,9.013759,9.116706,9.218832,9.320165,9.420732,9.520554,9.619657,9.718062,9.815791,9.912862,10.009295,10.105109,10.200321,10.294947,10.389004,10.482507,10.575470,10.667908,10.759835,10.851263,10.942204,11.032671,11.122676,11.212229,11.301342,11.390024,11.478286,11.566136
 6.12,1.719765,3.655087,3.548276,3.440744,3.332422,3.223229,3.113076,3.001855,2.889444,2.775697,2.660444,2.543480,2.424557,2.303371,2.183135,2.067801,1.958237,1.855464,1.761280,1.677769,1.606596,1.549078,1.506381,1.479790,1.467300,1.466390,1.477082,1.498991,1.531503,1.573962,1.627428,1.692626,1.768259,1.853676,1.948188,2.050538,2.161843,2.282909,2.412264,2.550031,2.696229,2.849560,3.011458,3.183004,3.362722,3.549371,3.741913,3.932993,4.116612,4.293727,4.465113,4.631404,4.793132,4.950743,5.104619,5.255089,5.402436,5.546910,5.688729,5.828088,5.965158,6.100095,6.233036,6.364106,6.493420,6.621079,6.747179,6.871804,6.995033,7.116939,7.237589,7.357045,7.475363,7.592598,7.708798,7.824010,7.938276,8.051637,8.164131,8.275792,8.386655,8.496750,8.606107,8.714754,8.822717,8.930020,9.036688,9.142742,9.248204,9.353093,9.457429,9.561230,9.664513,9.767294,9.869590,9.971414,10.072782,10.173707,10.274202,10.374279,10.473951,10.573229,10.672124,10.770647,10.868807,10.966615,11.064079,11.161209,11.258014,11.354501,11.450679,11.546555
 6.13,1.711154,3.641446,3.535205,3.428204,3.320372,3.211624,3.101863,2.990980,2.878842,2.765299,2.650169,2.533236,2.414238,2.292854,2.172445,2.057154,1.947890,1.845725,1.752361,1.669759,1.599586,1.542968,1.500850,1.474475,1.461785,1.460220,1.469817,1.490320,1.521245,1.561976,1.613807,1.677670,1.752251,1.836903,1.930926,2.033023,2.143735,2.263407,2.390692,2.525385,2.667261,2.815234,2.970460,3.133823,3.304116,3.480322,3.661587,3.841733,4.015681,4.184206,4.347937,4.507398,4.663025,4.815192,4.964216,5.110372,5.253900,5.395009,5.533884,5.670689,5.805572,5.938662,6.070078,6.199926,6.328302,6.455296,6.580985,6.705445,6.828741,6.950937,7.072088,7.192249,7.311467,7.429788,7.547254,7.663905,7.779777,7.894905,8.009320,8.123053,8.236132,8.348583,8.460432,8.571702,8.682416,8.792594,8.902256,9.011422,9.120108,9.228332,9.336111,9.443458,9.550389,9.656918,9.763058,9.868821,9.974220,10.079265,10.183968,10.288338,10.392388,10.496124,10.599558,10.702697,10.805551,10.908126,11.010432,11.112475,11.214262,11.315801,11.417099,11.518160
 6.14,1.703105,3.629902,3.524342,3.417958,3.310670,3.202387,3.093005,2.982403,2.870439,2.756947,2.641732,2.524556,2.405134,2.283113,2.162079,2.046463,1.937236,1.835538,1.742943,1.661241,1.592110,1.536461,1.494991,1.468901,1.456101,1.454019,1.462701,1.482010,1.511590,1.550853,1.601335,1.664177,1.738038,1.822251,1.916090,2.018213,2.128563,2.247004,2.372323,2.503998,2.641559,2.784136,2.932593,3.087598,3.248216,3.413652,3.583241,3.752030,3.915916,4.075491,4.231244,4.383581,4.532846,4.679334,4.823298,4.964958,5.104504,5.242107,5.377914,5.512060,5.644661,5.775826,5.905649,6.034216,6.161608,6.287894,6.413141,6.537408,6.660750,6.783218,6.904857,7.025711,7.145820,7.265221,7.383948,7.502033,7.619506,7.736395,7.852726,7.968523,8.083809,8.198606,8.312935,8.426813,8.540260,8.653292,8.765925,8.878174,8.990054,9.101579,9.212761,9.323612,9.434145,9.544370,9.654297,9.763938,9.873301,9.982395,10.091230,10.199813,10.308153,10.416257,10.524133,10.631786,10.739225,10.846455,10.953482,11.060313,11.166953,11.273408,11.379682,11.485781
 6.15,1.697229,3.623928,3.519296,3.413707,3.307071,3.199283,3.090221,2.979747,2.867697,2.753879,2.638064,2.519976,2.399280,2.275561,2.152794,2.035908,1.925974,1.824250,1.732172,1.651344,1.583491,1.529195,1.488762,1.463341,1.450772,1.448434,1.456377,1.474623,1.502983,1.540897,1.590244,1.652467,1.726172,1.810630,1.905053,2.008034,2.118674,2.236168,2.359491,2.487605,2.619644,2.755044,2.894066,3.036913,3.183069,3.332100,3.483637,3.634735,3.782921,3.928524,4.071821,4.213047,4.352405,4.490067,4.626186,4.760893,4.894306,5.026527,5.157648,5.287750,5.416908,5.545187,5.672647,5.799342,5.925321,6.050628,6.175305,6.299389,6.422914,6.545913,6.668413,6.790442,6.912026,7.033186,7.153945,7.274323,7.394338,7.514007,7.633348,7.752374,7.871101,7.989541,8.107708,8.225613,8.343267,8.460680,8.577863,8.694824,8.811574,8.928119,9.044468,9.160628,9.276607,9.392410,9.508045,9.623518,9.738834,9.853999,9.969018,10.083897,10.198639,10.313249,10.427732,10.542092,10.656333,10.770458,10.884472,10.998377,11.112178,11.225876,11.339476,11.452981
 6.16,1.692142,3.626716,3.523357,3.418791,3.312904,3.205566,3.096625,2.985906,2.873204,2.758275,2.640829,2.520513,2.396897,2.269440,2.142901,2.023222,1.911692,1.809817,1.718561,1.638906,1.572616,1.519921,1.480713,1.456082,1.443941,1.441765,1.449599,1.467550,1.495513,1.532941,1.582065,1.644630,1.719167,1.804753,1.900423,2.004734,2.115971,2.232683,2.354057,2.478641,2.605248,2.733595,2.863583,2.995125,3.128025,3.262117,3.397260,3.532259,3.666097,3.798896,3.930761,4.061783,4.192042,4.321606,4.450537,4.578886,4.706703,4.834030,4.960903,5.087357,5.213423,5.339128,5.464497,5.589552,5.714315,5.838803,5.963035,6.087025,6.210789,6.334339,6.457688,6.580846,6.703826,6.826636,6.949285,7.071782,7.194134,7.316348,7.438433,7.560393,7.682234,7.803963,7.925584,8.047103,8.168523,8.289850,8.411087,8.532238,8.653306,8.774296,8.895210,9.016051,9.136823,9.257528,9.378168,9.498746,9.619264,9.739725,9.860131,9.980483,10.100784,10.221036,10.341239,10.461396,10.581509,10.701578,10.821606,10.941593,11.061542,11.181452,11.301326,11.421165
 6.17,1.682965,3.618924,3.516474,3.412685,3.307433,3.200573,3.091937,2.981333,2.868532,2.753264,2.635205,2.513964,2.389054,2.259868,2.131634,2.010905,1.899114,1.797927,1.707850,1.629275,1.563940,1.511956,1.473094,1.448408,1.436035,1.433690,1.441424,1.459315,1.487229,1.524617,1.573777,1.636505,1.711311,1.797136,1.892909,1.997198,2.108052,2.223836,2.343818,2.466687,2.591365,2.717605,2.845670,2.975777,3.107669,3.241128,3.375968,3.510802,3.644445,3.777026,3.908650,4.039413,4.169396,4.298668,4.427292,4.555323,4.682811,4.809797,4.936320,5.062417,5.188116,5.313447,5.438436,5.563104,5.687474,5.811564,5.935392,6.058975,6.182326,6.305459,6.428387,6.551122,6.673674,6.796052,6.918267,7.040327,7.162239,7.284011,7.405650,7.527163,7.648555,7.769832,7.890999,8.012062,8.133025,8.253892,8.374668,8.495356,8.615961,8.736485,8.856931,8.977304,9.097606,9.217840,9.338007,9.458112,9.578156,9.698141,9.818071,9.937945,10.057768,10.177539,10.297262,10.416938,10.536569,10.656155,10.775699,10.895202,11.014665,11.134090,11.253478,11.372829
 6.18,1.673858,3.607110,3.505462,3.402399,3.297789,3.191480,3.083295,2.973030,2.860445,2.745253,2.627113,2.505606,2.380219,2.250301,2.121344,2.000247,1.888520,1.787922,1.698709,1.620957,1.556383,1.504978,1.466374,1.441601,1.428954,1.426329,1.433781,1.451404,1.479078,1.516253,1.565269,1.627958,1.702810,1.788702,1.884507,1.988794,2.099361,2.214377,2.333185,2.454584,2.577591,2.701985,2.828229,2.956703,3.087129,3.219270,3.352923,3.486660,3.619264,3.750855,3.881536,4.011396,4.140512,4.268952,4.396776,4.524034,4.650774,4.777037,4.902860,5.028275,5.153314,5.278001,5.402362,5.526419,5.650192,5.773698,5.896956,6.019979,6.142783,6.265379,6.387781,6.509998,6.632042,6.753921,6.875644,6.997220,7.118656,7.239958,7.361135,7.482191,7.603132,7.723965,7.844693,7.965322,8.085857,8.206300,8.326657,8.446930,8.567124,8.687242,8.807286,8.927260,9.047167,9.167009,9.286789,9.406509,9.526171,9.645778,9.765332,9.884834,10.004286,10.123690,10.243048,10.362362,10.481632,10.600861,10.720049,10.839199,10.958311,11.077386,11.196426,11.315432
 6.19,1.664482,3.593307,3.492426,3.390078,3.286125,3.180409,3.072749,2.962933,2.850711,2.735788,2.617807,2.496336,2.370838,2.240636,2.111399,1.990258,1.878780,1.778781,1.690336,1.613287,1.549334,1.498363,1.459894,1.434933,1.421949,1.419023,1.426218,1.443639,1.471175,1.508274,1.557268,1.619978,1.694882,1.780814,1.876614,1.980851,2.091142,2.205519,2.323378,2.443708,2.565678,2.689065,2.814570,2.942771,3.073330,3.205959,3.340411,3.474998,3.608281,3.740401,3.871475,4.001608,4.130887,4.259391,4.387187,4.514337,4.640892,4.766901,4.892405,5.017442,5.142047,5.266250,5.390079,5.513559,5.636713,5.759562,5.882125,6.004420,6.126462,6.248267,6.369847,6.491217,6.612386,6.733367,6.854169,6.974801,7.095272,7.215591,7.335764,7.455798,7.575701,7.695478,7.815135,7.934678,8.054111,8.173440,8.292669,8.411803,8.530844,8.649797,8.768666,8.887454,9.006165,9.124800,9.243364,9.361858,9.480286,9.598650,9.716952,9.835194,9.953379,10.071509,10.189585,10.307610,10.425585,10.543511,10.661391,10.779226,10.897017,11.014766,11.132474,11.250143
 6.20,1.654122,3.578097,3.477963,3.376318,3.273021,3.167911,3.060801,2.951473,2.839672,2.725092,2.607368,2.486052,2.360592,2.230287,2.100972,1.979993,1.868970,1.769777,1.682247,1.605921,1.542462,1.491716,1.453169,1.427809,1.414358,1.411162,1.418292,1.435821,1.463596,1.501049,1.550414,1.613415,1.688527,1.774542,1.870266,1.974289,2.084226,2.198106,2.315349,2.435334,2.557549,2.681687,2.808934,2.940260,3.075142,3.213134,3.353851,3.494686,3.633436,3.770329,3.905562,4.039302,4.171691,4.302855,4.432902,4.561928,4.690018,4.817245,4.943676,5.069371,5.194384,5.318762,5.442549,5.565785,5.688505,5.810742,5.932525,6.053883,6.174840,6.295419,6.415643,6.535529,6.655097,6.774363,6.893344,7.012053,7.130504,7.248710,7.366682,7.484432,7.601971,7.719306,7.836449,7.953407,8.070188,8.186800,8.303250,8.419544,8.535690,8.651693,8.767559,8.883292,8.998899,9.114384,9.229752,9.345006,9.460152,9.575192,9.690131,9.804973,9.919720,10.034377,10.148945,10.263428,10.377829,10.492151,10.606395,10.720565,10.834663,10.948691,11.062652,11.176546
 6.21,1.641386,3.555388,3.455720,3.354576,3.251821,3.147296,3.040819,2.932178,2.821121,2.707352,2.590513,2.470170,2.345782,2.216669,2.088632,1.968966,1.859290,1.761469,1.675160,1.599686,1.536647,1.485946,1.447159,1.421261,1.407251,1.403770,1.410896,1.428682,1.456946,1.495093,1.545142,1.608625,1.684024,1.770222,1.866111,1.970277,2.080437,2.194705,2.312472,2.433687,2.558296,2.685825,2.817789,2.955413,3.097942,3.244731,3.395227,3.545623,3.692729,3.836923,3.978522,4.117793,4.254965,4.390235,4.523774,4.655730,4.786234,4.915402,5.043337,5.170130,5.295863,5.420610,5.544438,5.667406,5.789570,5.910979,6.031679,6.151712,6.271116,6.389927,6.508176,6.625894,6.743108,6.859845,6.976128,7.091981,7.207422,7.322473,7.437151,7.551473,7.665455,7.779111,7.892457,8.005505,8.118268,8.230757,8.342983,8.454958,8.566690,8.678189,8.789465,8.900525,9.011377,9.122029,9.232488,9.342761,9.452855,9.562775,9.672528,9.782120,9.891554,10.000838,10.109975,10.218971,10.327829,10.436555,10.545151,10.653623,10.761974,10.870207,10.978327,11.086336
 6.22,1.631195,3.530981,3.431798,3.331219,3.229114,3.125334,3.019706,2.912029,2.802067,2.689539,2.574108,2.455367,2.332808,2.205797,2.079846,1.961875,1.853410,1.756211,1.670175,1.594941,1.532101,1.481485,1.442586,1.416371,1.401926,1.397990,1.404650,1.422053,1.450101,1.488193,1.538226,1.601620,1.676860,1.762974,1.858965,1.963385,2.073821,2.188281,2.306166,2.427686,2.552997,2.681568,2.814784,2.953763,3.097729,3.246019,3.398066,3.549875,3.698099,3.843155,3.985387,4.125089,4.262508,4.397860,4.531328,4.663075,4.793243,4.921957,5.049329,5.175456,5.300429,5.424327,5.547222,5.669179,5.790257,5.910511,6.029990,6.148739,6.266799,6.384209,6.501004,6.617217,6.732877,6.848013,6.962650,7.076813,7.190525,7.303806,7.416677,7.529155,7.641259,7.753003,7.864405,7.975477,8.086234,8.196688,8.306852,8.416737,8.526353,8.635711,8.744820,8.853691,8.962330,9.070748,9.178951,9.286947,9.394743,9.502347,9.609764,9.717000,9.824063,9.930956,10.037686,10.144258,10.250677,10.356947,10.463073,10.569059,10.674910,10.780629,10.886221,10.991688
 6.23,1.622704,3.508721,3.410184,3.310316,3.208991,3.106068,3.001382,2.894742,2.785923,2.674659,2.560633,2.443456,2.322653,2.197625,2.073577,1.957021,1.849375,1.752282,1.665999,1.590624,1.527771,1.477135,1.438055,1.411489,1.396586,1.392149,1.398280,1.415215,1.442944,1.480861,1.530752,1.593939,1.668912,1.754780,1.850614,1.954948,2.065245,2.179411,2.296871,2.418051,2.543280,2.671989,2.805559,2.945098,3.089798,3.238966,3.392015,3.544749,3.693664,3.839206,3.981743,4.121588,4.259005,4.394223,4.527439,4.658824,4.788529,4.916688,5.043417,5.168822,5.292997,5.416027,5.537988,5.658950,5.778974,5.898119,6.016435,6.133973,6.250774,6.366881,6.482329,6.597155,6.711389,6.825061,6.938199,7.050829,7.162975,7.274659,7.385901,7.496723,7.607141,7.717174,7.826838,7.936147,8.045117,8.153761,8.262091,8.370121,8.477861,8.585323,8.692516,8.799451,8.906137,9.012582,9.118796,9.224785,9.330559,9.436123,9.541486,9.646653,9.751631,9.856426,9.961043,10.065489,10.169769,10.273887,10.377848,10.481658,10.585320,10.688839,10.792219,10.895465
 6.24,1.614985,3.485831,3.387980,3.288875,3.188400,3.086420,2.982781,2.877305,2.769780,2.659959,2.547545,2.432178,2.313416,2.190708,2.068855,1.953850,1.846971,1.749710,1.662818,1.587020,1.523973,1.473209,1.433872,1.406920,1.391532,1.386547,1.392075,1.408461,1.435794,1.473464,1.523140,1.586033,1.660642,1.746157,1.841714,1.945836,2.055865,2.169617,2.286536,2.407248,2.532246,2.660925,2.794658,2.934545,3.079747,3.229548,3.383337,3.536742,3.686116,3.831931,3.974577,4.114385,4.251635,4.386566,4.519387,4.650278,4.779398,4.906886,5.032867,5.157451,5.280737,5.402814,5.523762,5.643653,5.762554,5.880524,5.997619,6.113889,6.229379,6.344133,6.458190,6.571586,6.684355,6.796528,6.908133,7.019199,7.129750,7.239810,7.349401,7.458543,7.567256,7.675559,7.783468,7.890999,7.998168,8.104990,8.211477,8.317642,8.423498,8.529057,8.634328,8.739323,8.844052,8.948523,9.052746,9.156728,9.260479,9.364006,9.467316,9.570416,9.673314,9.776014,9.878524,9.980850,10.082996,10.184969,10.286774,10.388415,10.489897,10.591225,10.692403,10.793436
 6.25,1.607534,3.459123,3.361876,3.263506,3.163909,3.062965,2.960536,2.856463,2.750559,2.642605,2.532336,2.419438,2.303524,2.184113,2.065393,1.952563,1.846704,1.749081,1.661180,1.584655,1.521224,1.470230,1.430585,1.403251,1.387372,1.381750,1.386510,1.402154,1.428919,1.466198,1.515521,1.577973,1.652065,1.737136,1.832441,1.936470,2.046415,2.159971,2.276599,2.397096,2.522092,2.650952,2.784851,2.924726,3.069762,3.219260,3.372628,3.525507,3.674262,3.819374,3.961244,4.100209,4.236554,4.370525,4.502333,4.632163,4.760177,4.886518,5.011312,5.134672,5.256699,5.377484,5.497108,5.615646,5.733166,5.849727,5.965388,6.080198,6.194206,6.307455,6.419985,6.531833,6.643034,6.753619,6.863619,6.973061,7.081971,7.190373,7.298289,7.405742,7.512751,7.619334,7.725509,7.831293,7.936702,8.041750,8.146451,8.250818,8.354864,8.458601,8.562040,8.665192,8.768066,8.870673,8.973021,9.075120,9.176977,9.278601,9.379999,9.481179,9.582147,9.682910,9.783474,9.883846,9.984030,10.084034,10.183862,10.283519,10.383010,10.482340,10.581514,10.680535
 6.26,1.604193,3.431699,3.335347,3.238059,3.139746,3.040311,2.939639,2.837598,2.734036,2.628772,2.521593,2.412244,2.300416,2.185728,2.071266,1.960834,1.855150,1.755073,1.663695,1.584708,1.520043,1.468504,1.428334,1.400511,1.384019,1.377493,1.381074,1.395520,1.421318,1.457866,1.506535,1.568266,1.641586,1.725893,1.820491,1.923862,2.033041,2.145599,2.261032,2.380403,2.504558,2.632821,2.766538,2.906781,3.052651,3.203379,3.358310,3.512713,3.662647,3.808639,3.951127,4.090477,4.226998,4.360958,4.492585,4.622078,4.749612,4.875340,4.999399,5.121910,5.242982,5.362712,5.481188,5.598490,5.714690,5.829853,5.944041,6.057308,6.169704,6.281278,6.392071,6.502124,6.611474,6.720154,6.828198,6.935634,7.042491,7.148794,7.254568,7.359836,7.464619,7.568937,7.672809,7.776253,7.879286,7.981924,8.084181,8.186073,8.287612,8.388812,8.489684,8.590241,8.690492,8.790449,8.890121,8.989518,9.088649,9.187523,9.286147,9.384530,9.482679,9.580601,9.678304,9.775793,9.873075,9.970157,10.067043,10.163740,10.260253,10.356587,10.452746,10.548737
 6.27,1.601458,3.412862,3.317683,3.221637,3.124643,3.026610,2.927435,2.826996,2.725154,2.621746,2.516579,2.409422,2.299997,2.187964,2.075761,1.966380,1.860320,1.758181,1.664113,1.583162,1.517427,1.465306,1.424536,1.396113,1.378973,1.371702,1.374459,1.388121,1.413295,1.449382,1.497609,1.558789,1.631465,1.714941,1.808448,1.910515,2.018152,2.128913,2.242335,2.359716,2.482095,2.608768,2.741623,2.882164,3.029322,3.182180,3.339954,3.497251,3.649599,3.797594,3.941726,4.082404,4.219974,4.354731,4.486927,4.616783,4.744492,4.870221,4.994120,5.116323,5.236948,5.356101,5.473879,5.590370,5.705650,5.819793,5.932865,6.044924,6.156027,6.266225,6.375564,6.484088,6.591836,6.698848,6.805156,6.910794,7.015792,7.120179,7.223980,7.327221,7.429925,7.532114,7.633809,7.735028,7.835792,7.936116,8.036018,8.135513,8.234615,8.333339,8.431698,8.529705,8.627372,8.724709,8.821729,8.918440,9.014854,9.110980,9.206827,9.302403,9.397716,9.492775,9.587587,9.682159,9.776499,9.870613,9.964507,10.058187,10.151660,10.244931,10.338006,10.430890
 6.28,1.597137,3.395277,3.301184,3.206255,3.110410,3.013564,2.915616,2.816452,2.715938,2.613918,2.510210,2.404594,2.296807,2.186529,2.075840,1.967286,1.861241,1.758158,1.662729,1.580699,1.514245,1.461586,1.420240,1.391215,1.373465,1.365593,1.367769,1.380922,1.405703,1.441511,1.489434,1.550156,1.622239,1.704925,1.797396,1.898221,2.004435,2.113604,2.225294,2.340943,2.461706,2.586864,2.718665,2.858901,3.006393,3.160124,3.319229,3.477891,3.631305,3.780109,3.924829,4.065899,4.203688,4.338507,4.470627,4.600279,4.727666,4.852967,4.976339,5.097923,5.217843,5.336212,5.453130,5.568689,5.682972,5.796055,5.908005,6.018887,6.128759,6.237673,6.345680,6.452824,6.559148,6.664691,6.769490,6.873579,6.976989,7.079751,7.181892,7.283438,7.384414,7.484843,7.584746,7.684144,7.783057,7.881503,7.979498,8.077060,8.174204,8.270945,8.367296,8.463271,8.558883,8.654143,8.749063,8.843655,8.937928,9.031892,9.125558,9.218934,9.312028,9.404850,9.497406,9.589706,9.681756,9.773563,9.865134,9.956476,10.047595,10.138496,10.229186,10.319670
