g_mag, u0
17.580000,1.034623
17.590000,1.034841
17.600000,1.035097
17.610000,1.035324
17.620000,1.035505
17.630000,1.035665
17.640000,1.035809
17.650000,1.035909
17.660000,1.035955
17.670000,1.036041
17.680000,1.036140
17.690000,1.036228
17.700000,1.036291
17.710000,1.036420
17.720000,1.036578
17.730000,1.036745
17.740000,1.036932
17.750000,1.037177
17.760000,1.037431
17.770000,1.037629
17.780000,1.037806
17.790000,1.037980
17.800000,1.038153
17.810000,1.038261
17.820000,1.038355
17.830000,1.038439
17.840000,1.038501
17.850000,1.038504
17.860000,1.038505
17.870000,1.038558
17.880000,1.038626
17.890000,1.038698
17.900000,1.038769
17.910000,1.038889
17.920000,1.039024
17.930000,1.039168
17.940000,1.039331
17.950000,1.039543
17.960000,1.039764
17.970000,1.039940
17.980000,1.040102
17.990000,1.040262
18.000000,1.040425
18.010000,1.040542
18.020000,1.040643
18.030000,1.040736
18.040000,1.040811
18.050000,1.040851
18.060000,1.040891
18.070000,1.040952
18.080000,1.041016
18.090000,1.041078
18.100000,1.041127
18.110000,1.041183
18.120000,1.041262
18.130000,1.041351
18.140000,1.041447
18.150000,1.041577
18.160000,1.041746
18.170000,1.041872
18.180000,1.041979
18.190000,1.042088
18.200000,1.042186
18.210000,1.042196
18.220000,1.042227
18.230000,1.042270
18.240000,1.042297
18.250000,1.042299
18.260000,1.042385
18.270000,1.042481
18.280000,1.042573
18.290000,1.042681
18.300000,1.042839
18.310000,1.042964
18.320000,1.043035
18.330000,1.043085
18.340000,1.043121
18.350000,1.043099
18.360000,1.043014
18.370000,1.042991
18.380000,1.042993
18.390000,1.042989
18.400000,1.042974
18.410000,1.043073
18.420000,1.043180
18.430000,1.043286
18.440000,1.043419
18.450000,1.043604
18.460000,1.043733
18.470000,1.043831
18.480000,1.043928
18.490000,1.044014
18.500000,1.044081
18.510000,1.044161
18.520000,1.044253
18.530000,1.044346
18.540000,1.044441
18.550000,1.044550
18.560000,1.044668
18.570000,1.044765
18.580000,1.044852
18.590000,1.044936
18.600000,1.045016
18.610000,1.045066
18.620000,1.045112
18.630000,1.045154
18.640000,1.045186
18.650000,1.045200
18.660000,1.045226
18.670000,1.045258
18.680000,1.045287
18.690000,1.045316
18.700000,1.045350
18.710000,1.045381
18.720000,1.045401
18.730000,1.045415
18.740000,1.045424
18.750000,1.045418
18.760000,1.045390
18.770000,1.045381
18.780000,1.045378
18.790000,1.045373
18.800000,1.045370
18.810000,1.045405
18.820000,1.045432
18.830000,1.045454
18.840000,1.045483
18.850000,1.045536
18.860000,1.045565
18.870000,1.045563
18.880000,1.045547
18.890000,1.045520
18.900000,1.045469
18.910000,1.045394
18.920000,1.045328
18.930000,1.045262
18.940000,1.045186
18.950000,1.045074
18.960000,1.044965
18.970000,1.044902
18.980000,1.044858
18.990000,1.044823
19.000000,1.044804
19.010000,1.044836
19.020000,1.044867
19.030000,1.044903
19.040000,1.044956
19.050000,1.045062
19.060000,1.045156
19.070000,1.045199
19.080000,1.045224
19.090000,1.045241
19.100000,1.045231
19.110000,1.045159
19.120000,1.045113
19.130000,1.045076
19.140000,1.045027
19.150000,1.044940
19.160000,1.044907
19.170000,1.044915
19.180000,1.044937
19.190000,1.044979
19.200000,1.045072
19.210000,1.045191
19.220000,1.045267
19.230000,1.045331
19.240000,1.045399
19.250000,1.045480
19.260000,1.045503
19.270000,1.045509
19.280000,1.045507
19.290000,1.045487
19.300000,1.045419
19.310000,1.045353
19.320000,1.045328
19.330000,1.045316
19.340000,1.045306
19.350000,1.045316
19.360000,1.045377
19.370000,1.045415
19.380000,1.045443
19.390000,1.045480
19.400000,1.045513
19.410000,1.045476
19.420000,1.045462
19.430000,1.045463
19.440000,1.045455
19.450000,1.045425
19.460000,1.045472
19.470000,1.045541
19.480000,1.045619
19.490000,1.045718
19.500000,1.045872
19.510000,1.046016
19.520000,1.046119
19.530000,1.046210
19.540000,1.046299
19.550000,1.046389
19.560000,1.046445
19.570000,1.046486
19.580000,1.046518
19.590000,1.046535
19.600000,1.046536
19.610000,1.046540
19.620000,1.046535
19.630000,1.046518
19.640000,1.046494
19.650000,1.046475
19.660000,1.046443
19.670000,1.046379
19.680000,1.046293
19.690000,1.046192
19.700000,1.046049
19.710000,1.045852
19.720000,1.045687
19.730000,1.045529
19.740000,1.045356
19.750000,1.045155
19.760000,1.045015
19.770000,1.044896
19.780000,1.044783
19.790000,1.044687
19.800000,1.044632
19.810000,1.044571
19.820000,1.044476
19.830000,1.044370
19.840000,1.044262
19.850000,1.044151
19.860000,1.044003
19.870000,1.043851
19.880000,1.043695
19.890000,1.043526
19.900000,1.043339
19.910000,1.043165
19.920000,1.042995
19.930000,1.042822
19.940000,1.042649
19.950000,1.042475
19.960000,1.042294
19.970000,1.042108
19.980000,1.041919
19.990000,1.041727
20.000000,1.041549
20.010000,1.041378
20.020000,1.041174
20.030000,1.040950
20.040000,1.040719
20.050000,1.040453
20.060000,1.040126
20.070000,1.039830
20.080000,1.039543
20.090000,1.039242
20.100000,1.038923
20.110000,1.038678
20.120000,1.038443
20.130000,1.038211
20.140000,1.037998
20.150000,1.037813
20.160000,1.037590
20.170000,1.037359
20.180000,1.037128
20.190000,1.036893
20.200000,1.036644
20.210000,1.036407
20.220000,1.036185
20.230000,1.035969
20.240000,1.035758
20.250000,1.035587
20.260000,1.035436
20.270000,1.035238
20.280000,1.035018
20.290000,1.034798
20.300000,1.034558
20.310000,1.034234
20.320000,1.033923
20.330000,1.033614
20.340000,1.033280
20.350000,1.032857
20.360000,1.032489
20.370000,1.032211
20.380000,1.031974
20.390000,1.031760
20.400000,1.031603
20.410000,1.031538
20.420000,1.031461
20.430000,1.031394
20.440000,1.031367
20.450000,1.031437
20.460000,1.031446
20.470000,1.031389
20.480000,1.031311
20.490000,1.031221
20.500000,1.031106
20.510000,1.030944
20.520000,1.030777
20.530000,1.030597
20.540000,1.030393
20.550000,1.030105
20.560000,1.029844
20.570000,1.029645
20.580000,1.029469
20.590000,1.029296
20.600000,1.029129
20.610000,1.029036
20.620000,1.028972
20.630000,1.028934
20.640000,1.028933
20.650000,1.029070
20.660000,1.029168
20.670000,1.029176
20.680000,1.029155
20.690000,1.029140
20.700000,1.029079
20.710000,1.028903
20.720000,1.028731
20.730000,1.028540
20.740000,1.028289
20.750000,1.027878
20.760000,1.027609
20.770000,1.027450
20.780000,1.027338
20.790000,1.027255
20.800000,1.027308
20.810000,1.027419
20.820000,1.027515
20.830000,1.027637
20.840000,1.027885
20.850000,1.028353
20.860000,1.028515
20.870000,1.028506
20.880000,1.028365
20.890000,1.028142
20.900000,1.027841
20.910000,1.027453
20.920000,1.027007
20.930000,1.026475
20.940000,1.025796
20.950000,1.025013
20.960000,1.024645
20.970000,1.024400
20.980000,1.024239
20.990000,1.024162
21.000000,1.024169
